timestamp_utc,open,high,low,close,base_volume,quote_volume,trades,taker_buy_base,taker_buy_quote
2025-09-09T07:40:00+00:00,16.0747,16.1815,15.9168,15.925,210869.0,3384123.8078,12821,81996.0,1316905.7769
2025-09-09T07:41:00+00:00,15.9327,16.0734,15.71,15.8554,425918.0,6758760.1058,25363,170084.0,2702298.5442
2025-09-09T07:42:00+00:00,15.8579,16.0399,15.8425,16.0038,194818.0,3106218.2335,11157,124370.0,1984086.9498
2025-09-09T07:43:00+00:00,16.0091,16.1,15.9219,16.0741,130338.0,2089240.2504,8387,76507.0,1226701.8323
2025-09-09T07:44:00+00:00,16.0783,16.1999,16.0674,16.1214,135066.0,2178189.5201,8157,69928.0,1127991.3194
2025-09-09T07:45:00+00:00,16.1256,16.1354,15.8888,15.995,173558.0,2773735.215,10967,67291.0,1075255.2484
2025-09-09T07:46:00+00:00,15.995,16.0154,15.65,15.8016,343551.0,5434913.3795,19216,103665.0,1641874.4712
2025-09-09T07:47:00+00:00,15.8012,15.9444,15.52,15.5625,246356.0,3888881.8454,13067,90187.0,1427343.3375
2025-09-09T07:48:00+00:00,15.5649,15.7865,15.0622,15.6984,754028.0,11636193.1353,40563,304466.0,4709224.5714
2025-09-09T07:49:00+00:00,15.6927,15.7849,15.5846,15.758,184408.0,2891810.7605,9878,99596.0,1562912.7545
2025-09-09T07:50:00+00:00,15.758,15.9,15.734,15.7454,221654.0,3505512.1356,11646,98995.0,1566375.5096
2025-09-09T07:51:00+00:00,15.7484,15.7717,15.3061,15.5481,275022.0,4290312.7088,16501,86746.0,1355231.6678
2025-09-09T07:52:00+00:00,15.5481,15.6532,15.5319,15.65,181543.0,2832736.2505,10811,87919.0,1371879.4316
2025-09-09T07:53:00+00:00,15.6423,15.678,15.565,15.6305,113944.0,1780744.903,6915,60154.0,940358.7258
2025-09-09T07:54:00+00:00,15.6307,15.83,15.5838,15.8054,149491.0,2349992.999,9198,90449.0,1421687.0598
2025-09-09T07:55:00+00:00,15.8027,15.8966,15.6,15.7831,221807.0,3487440.539,13578,105203.0,1655251.7353
2025-09-09T07:56:00+00:00,15.7828,15.9,15.68,15.7681,181635.0,2870614.5749,11479,93879.0,1484226.9122
2025-09-09T07:57:00+00:00,15.7685,15.9503,15.7593,15.887,158635.0,2518087.3303,9371,87751.0,1393077.8841
2025-09-09T07:58:00+00:00,15.8857,16.0204,15.8693,15.9568,257823.0,4117420.8993,12112,169182.0,2702751.4255
2025-09-09T07:59:00+00:00,15.9574,15.9614,15.8571,15.9336,181276.0,2882409.0216,9108,77837.0,1237958.834
2025-09-09T08:00:00+00:00,15.9336,15.9337,15.715,15.858,270392.0,4277488.4436,15273,126451.0,2001020.797
2025-09-09T08:01:00+00:00,15.8522,16.0272,15.8522,16.0225,255457.0,4082178.7213,11042,153264.0,2449210.8665
2025-09-09T08:02:00+00:00,16.0208,16.1199,15.9691,16.0036,319049.0,5120305.2169,14399,195029.0,3131254.8126
2025-09-09T08:03:00+00:00,16.0075,16.0989,15.9652,16.0153,158355.0,2537814.86,8519,80439.0,1289518.6672
