a,p,q,f,l,T,m,M,price,qty,trade_size_usd,symbol
658792907,66.86,4.475,1979985322,1979985329,2026-06-12 03:32:28.149,False,True,66.86,4.475,299.19849999999997,SOLUSDT
658792908,66.87,1.122,1979985330,1979985337,2026-06-12 03:32:33.714,False,True,66.87,1.122,75.02814000000001,SOLUSDT
658792909,66.87,2.822,1979985338,1979985338,2026-06-12 03:32:34.185,False,True,66.87,2.822,188.70714,SOLUSDT
658792910,66.87,4.097,1979985339,1979985347,2026-06-12 03:32:34.696,False,True,66.87,4.097,273.96639000000005,SOLUSDT
658792911,66.88,6.149,1979985348,1979985356,2026-06-12 03:32:39.660,False,True,66.88,6.149,411.24512,SOLUSDT
658792912,66.87,0.096,1979985357,1979985358,2026-06-12 03:32:40.971,True,True,66.87,0.096,6.41952,SOLUSDT
658792913,66.87,0.149,1979985359,1979985361,2026-06-12 03:32:45.901,True,True,66.87,0.149,9.96363,SOLUSDT
658792914,66.88,0.149,1979985362,1979985362,2026-06-12 03:32:46.241,False,True,66.88,0.149,9.965119999999999,SOLUSDT
658792915,66.87,8.813,1979985363,1979985376,2026-06-12 03:32:46.721,True,True,66.87,8.813,589.3253100000001,SOLUSDT
658792916,66.87,0.313,1979985377,1979985377,2026-06-12 03:32:46.902,False,True,66.87,0.313,20.930310000000002,SOLUSDT
658792917,66.86,0.101,1979985378,1979985379,2026-06-12 03:32:47.248,True,True,66.86,0.101,6.75286,SOLUSDT
658792918,66.87,4.425,1979985380,1979985386,2026-06-12 03:32:48.370,False,True,66.87,4.425,295.89975,SOLUSDT
658792919,66.88,10.947,1979985387,1979985394,2026-06-12 03:32:52.008,False,True,66.88,10.947,732.1353599999999,SOLUSDT
658792920,66.88,0.079,1979985395,1979985395,2026-06-12 03:32:52.008,False,True,66.88,0.079,5.283519999999999,SOLUSDT
658792921,66.89,1.521,1979985396,1979985399,2026-06-12 03:32:54.010,False,True,66.89,1.521,101.73969,SOLUSDT
658792922,66.89,0.859,1979985400,1979985406,2026-06-12 03:32:54.046,False,True,66.89,0.859,57.45851,SOLUSDT
658792923,66.89,8.349,1979985407,1979985418,2026-06-12 03:33:03.437,True,True,66.89,8.349,558.46461,SOLUSDT
658792924,66.89,7.643,1979985419,1979985424,2026-06-12 03:33:04.771,False,True,66.89,7.643,511.24027,SOLUSDT
658792925,66.89,0.238,1979985425,1979985425,2026-06-12 03:33:09.944,True,True,66.89,0.238,15.91982,SOLUSDT
658792926,66.9,0.097,1979985426,1979985426,2026-06-12 03:33:10.478,False,True,66.9,0.097,6.489300000000001,SOLUSDT
658792927,66.89,0.949,1979985427,1979985427,2026-06-12 03:33:13.910,True,True,66.89,0.949,63.478609999999996,SOLUSDT
658792928,66.9,3.982,1979985428,1979985433,2026-06-12 03:33:15.884,False,True,66.9,3.982,266.3958,SOLUSDT
658792929,66.9,0.898,1979985434,1979985440,2026-06-12 03:33:20.244,False,True,66.9,0.898,60.07620000000001,SOLUSDT
658792930,66.91,0.934,1979985441,1979985448,2026-06-12 03:33:22.789,False,True,66.91,0.934,62.49394,SOLUSDT
658792931,66.92,0.747,1979985449,1979985453,2026-06-12 03:33:23.375,False,True,66.92,0.747,49.98924,SOLUSDT
658792932,66.91,8.45,1979985454,1979985466,2026-06-12 03:33:23.446,True,True,66.91,8.45,565.3894999999999,SOLUSDT
658792933,66.91,3.039,1979985467,1979985467,2026-06-12 03:33:24.635,False,True,66.91,3.039,203.33949,SOLUSDT
658792934,66.91,76.807,1979985468,1979985471,2026-06-12 03:33:25.704,False,True,66.91,76.807,5139.15637,SOLUSDT
658792935,66.91,17.422,1979985472,1979985472,2026-06-12 03:33:25.705,False,True,66.91,17.422,1165.70602,SOLUSDT
658792936,66.91,184.5,1979985473,1979985481,2026-06-12 03:33:25.705,False,True,66.91,184.5,12344.894999999999,SOLUSDT
658792937,66.91,39.848,1979985482,1979985482,2026-06-12 03:33:25.706,False,True,66.91,39.848,2666.22968,SOLUSDT
658792938,66.91,4.568,1979985483,1979985488,2026-06-12 03:33:25.707,False,True,66.91,4.568,305.64487999999994,SOLUSDT
658792939,66.92,1.0,1979985489,1979985491,2026-06-12 03:33:25.712,False,True,66.92,1.0,66.92,SOLUSDT
658792940,66.92,1.5,1979985492,1979985500,2026-06-12 03:33:25.715,False,True,66.92,1.5,100.38,SOLUSDT
658792941,66.93,0.56,1979985501,1979985505,2026-06-12 03:33:25.815,False,True,66.93,0.56,37.48080000000001,SOLUSDT
658792942,66.93,0.255,1979985506,1979985508,2026-06-12 03:33:28.227,False,True,66.93,0.255,17.06715,SOLUSDT
658792943,66.93,23.271,1979985509,1979985509,2026-06-12 03:33:30.209,False,True,66.93,23.271,1557.5280300000002,SOLUSDT
658792944,66.93,2.0,1979985510,1979985510,2026-06-12 03:33:32.513,False,True,66.93,2.0,133.86,SOLUSDT
658792945,66.93,0.95,1979985511,1979985511,2026-06-12 03:33:35.881,False,True,66.93,0.95,63.5835,SOLUSDT
658792946,66.93,3.582,1979985512,1979985512,2026-06-12 03:33:35.900,False,True,66.93,3.582,239.74326000000002,SOLUSDT
658792947,66.93,0.213,1979985513,1979985513,2026-06-12 03:33:36.494,False,True,66.93,0.213,14.25609,SOLUSDT
658792948,66.93,0.099,1979985514,1979985514,2026-06-12 03:33:45.670,False,True,66.93,0.099,6.626070000000001,SOLUSDT
658792949,66.92,0.4,1979985515,1979985520,2026-06-12 03:33:53.685,True,True,66.92,0.4,26.768,SOLUSDT
658792950,66.92,1.2,1979985521,1979985522,2026-06-12 03:33:54.405,True,True,66.92,1.2,80.304,SOLUSDT
658792951,66.93,1.857,1979985523,1979985523,2026-06-12 03:33:54.485,False,True,66.93,1.857,124.28901,SOLUSDT
658792952,66.92,0.112,1979985524,1979985524,2026-06-12 03:33:54.679,True,True,66.92,0.112,7.49504,SOLUSDT
658792953,66.93,1.0,1979985525,1979985525,2026-06-12 03:33:55.636,False,True,66.93,1.0,66.93,SOLUSDT
658792954,66.93,10.698,1979985526,1979985526,2026-06-12 03:34:05.327,False,True,66.93,10.698,716.0171400000002,SOLUSDT
658792955,66.93,12.751,1979985527,1979985541,2026-06-12 03:34:05.328,False,True,66.93,12.751,853.42443,SOLUSDT
658792956,66.93,0.703,1979985542,1979985542,2026-06-12 03:34:05.332,False,True,66.93,0.703,47.051790000000004,SOLUSDT
658792957,66.93,0.821,1979985543,1979985550,2026-06-12 03:34:05.343,False,True,66.93,0.821,54.94953,SOLUSDT
658792958,66.93,0.651,1979985551,1979985551,2026-06-12 03:34:05.345,False,True,66.93,0.651,43.57143000000001,SOLUSDT
658792959,66.93,0.454,1979985552,1979985552,2026-06-12 03:34:05.346,False,True,66.93,0.454,30.386220000000005,SOLUSDT
658792960,66.93,0.391,1979985553,1979985553,2026-06-12 03:34:05.347,False,True,66.93,0.391,26.169630000000005,SOLUSDT
658792961,66.93,0.497,1979985554,1979985554,2026-06-12 03:34:05.348,False,True,66.93,0.497,33.264210000000006,SOLUSDT
658792962,66.93,0.562,1979985555,1979985555,2026-06-12 03:34:05.350,False,True,66.93,0.562,37.61466000000001,SOLUSDT
658792963,66.93,0.496,1979985556,1979985556,2026-06-12 03:34:05.351,False,True,66.93,0.496,33.197280000000006,SOLUSDT
658792964,66.93,0.87,1979985557,1979985566,2026-06-12 03:34:05.396,False,True,66.93,0.87,58.2291,SOLUSDT
658792965,66.93,2.911,1979985567,1979985567,2026-06-12 03:34:06.913,True,True,66.93,2.911,194.83323000000001,SOLUSDT
658792966,66.94,1.616,1979985568,1979985575,2026-06-12 03:34:10.242,False,True,66.94,1.616,108.17504000000001,SOLUSDT
658792967,66.94,19.21,1979985576,1979985576,2026-06-12 03:34:10.245,False,True,66.94,19.21,1285.9174,SOLUSDT
658792968,66.94,0.581,1979985577,1979985577,2026-06-12 03:34:10.245,False,True,66.94,0.581,38.89214,SOLUSDT
658792969,66.94,0.375,1979985578,1979985578,2026-06-12 03:34:10.246,False,True,66.94,0.375,25.1025,SOLUSDT
658792970,66.94,0.379,1979985579,1979985579,2026-06-12 03:34:10.247,False,True,66.94,0.379,25.37026,SOLUSDT
658792971,66.94,0.385,1979985580,1979985580,2026-06-12 03:34:10.248,False,True,66.94,0.385,25.7719,SOLUSDT
658792972,66.94,0.472,1979985581,1979985581,2026-06-12 03:34:10.250,False,True,66.94,0.472,31.595679999999998,SOLUSDT
658792973,66.94,0.569,1979985582,1979985582,2026-06-12 03:34:10.251,False,True,66.94,0.569,38.08886,SOLUSDT
658792974,66.94,0.399,1979985583,1979985583,2026-06-12 03:34:10.252,False,True,66.94,0.399,26.70906,SOLUSDT
658792975,66.94,0.427,1979985584,1979985584,2026-06-12 03:34:10.253,False,True,66.94,0.427,28.58338,SOLUSDT
658792976,66.94,1.178,1979985585,1979985595,2026-06-12 03:34:10.687,False,True,66.94,1.178,78.85531999999999,SOLUSDT
658792977,66.94,4.55,1979985596,1979985596,2026-06-12 03:34:12.593,True,True,66.94,4.55,304.577,SOLUSDT
658792978,66.94,8.965,1979985597,1979985598,2026-06-12 03:34:12.593,True,True,66.94,8.965,600.1170999999999,SOLUSDT
658792979,66.95,1.73,1979985599,1979985610,2026-06-12 03:34:15.126,False,True,66.95,1.73,115.82350000000001,SOLUSDT
658792980,66.95,0.15,1979985611,1979985612,2026-06-12 03:34:19.491,False,True,66.95,0.15,10.0425,SOLUSDT
658792981,66.94,87.486,1979985613,1979985627,2026-06-12 03:34:20.130,True,True,66.94,87.486,5856.3128400000005,SOLUSDT
658792982,66.94,206.391,1979985628,1979985633,2026-06-12 03:34:20.419,False,True,66.94,206.391,13815.81354,SOLUSDT
658792983,66.94,0.096,1979985634,1979985634,2026-06-12 03:34:21.650,False,True,66.94,0.096,6.42624,SOLUSDT
658792984,66.94,0.15,1979985635,1979985635,2026-06-12 03:34:22.486,False,True,66.94,0.15,10.040999999999999,SOLUSDT
658792985,66.94,1.745,1979985636,1979985636,2026-06-12 03:34:24.170,False,True,66.94,1.745,116.8103,SOLUSDT
658792986,66.93,0.524,1979985637,1979985637,2026-06-12 03:34:24.353,True,True,66.93,0.524,35.07132000000001,SOLUSDT
658792987,66.93,172.854,1979985638,1979985647,2026-06-12 03:34:24.355,True,True,66.93,172.854,11569.118220000002,SOLUSDT
658792988,66.94,1.197,1979985648,1979985648,2026-06-12 03:34:25.584,False,True,66.94,1.197,80.12718,SOLUSDT
658792989,66.93,2.172,1979985649,1979985653,2026-06-12 03:34:26.911,True,True,66.93,2.172,145.37196000000003,SOLUSDT
658792990,66.93,1.257,1979985654,1979985665,2026-06-12 03:34:27.426,True,True,66.93,1.257,84.13101,SOLUSDT
658792991,66.92,170.921,1979985666,1979985679,2026-06-12 03:34:27.542,True,True,66.92,170.921,11438.03332,SOLUSDT
658792992,66.92,1.167,1979985680,1979985690,2026-06-12 03:34:27.896,True,True,66.92,1.167,78.09564,SOLUSDT
658792993,66.92,0.974,1979985691,1979985691,2026-06-12 03:34:34.687,False,True,66.92,0.974,65.18008,SOLUSDT
658792994,66.91,26.193,1979985692,1979985702,2026-06-12 03:34:36.621,True,True,66.91,26.193,1752.57363,SOLUSDT
658792995,66.92,1.632,1979985703,1979985710,2026-06-12 03:34:37.838,False,True,66.92,1.632,109.21343999999999,SOLUSDT
658792996,66.92,0.553,1979985711,1979985711,2026-06-12 03:34:37.841,False,True,66.92,0.553,37.00676000000001,SOLUSDT
658792997,66.92,0.773,1979985712,1979985712,2026-06-12 03:34:37.842,False,True,66.92,0.773,51.72916,SOLUSDT
658792998,66.92,0.687,1979985713,1979985713,2026-06-12 03:34:37.844,False,True,66.92,0.687,45.97404,SOLUSDT
658792999,66.92,0.637,1979985714,1979985716,2026-06-12 03:34:37.845,False,True,66.92,0.637,42.62804,SOLUSDT
658793000,66.92,4.652,1979985717,1979985728,2026-06-12 03:34:37.846,False,True,66.92,4.652,311.31184,SOLUSDT
658793001,66.93,20.568,1979985729,1979985743,2026-06-12 03:34:38.196,False,True,66.93,20.568,1376.6162400000003,SOLUSDT
658793002,66.94,1.432,1979985744,1979985752,2026-06-12 03:34:38.314,False,True,66.94,1.432,95.85807999999999,SOLUSDT
658793003,66.93,1.065,1979985753,1979985753,2026-06-12 03:34:38.474,True,True,66.93,1.065,71.28045,SOLUSDT
658793004,66.94,8.06,1979985754,1979985768,2026-06-12 03:34:38.496,False,True,66.94,8.06,539.5364000000001,SOLUSDT
658793005,66.95,1.481,1979985769,1979985783,2026-06-12 03:34:38.671,False,True,66.95,1.481,99.15295,SOLUSDT
658793006,66.95,3.6,1979985784,1979985784,2026-06-12 03:34:40.161,True,True,66.95,3.6,241.02,SOLUSDT
658793007,66.95,1.613,1979985785,1979985785,2026-06-12 03:34:43.667,True,True,66.95,1.613,107.99035,SOLUSDT
658793008,66.95,1.058,1979985786,1979985786,2026-06-12 03:34:43.816,True,True,66.95,1.058,70.8331,SOLUSDT
658793009,66.95,0.149,1979985787,1979985787,2026-06-12 03:34:45.472,True,True,66.95,0.149,9.97555,SOLUSDT
658793010,66.96,0.179,1979985788,1979985790,2026-06-12 03:34:45.748,False,True,66.96,0.179,11.985839999999998,SOLUSDT
658793011,66.95,0.49,1979985791,1979985791,2026-06-12 03:34:46.185,True,True,66.95,0.49,32.8055,SOLUSDT
658793012,66.96,0.156,1979985792,1979985793,2026-06-12 03:34:47.640,False,True,66.96,0.156,10.445759999999998,SOLUSDT
658793013,66.96,1.221,1979985794,1979985805,2026-06-12 03:34:47.986,False,True,66.96,1.221,81.75816,SOLUSDT
658793014,66.96,24.999,1979985806,1979985808,2026-06-12 03:34:50.245,True,True,66.96,24.999,1673.9330399999997,SOLUSDT
658793015,66.97,0.924,1979985809,1979985813,2026-06-12 03:34:51.640,False,True,66.97,0.924,61.88028,SOLUSDT
658793016,66.97,0.099,1979985814,1979985814,2026-06-12 03:34:52.591,False,True,66.97,0.099,6.6300300000000005,SOLUSDT
658793017,66.97,4.479,1979985815,1979985815,2026-06-12 03:34:54.227,False,True,66.97,4.479,299.95863,SOLUSDT
658793018,66.96,1.7,1979985816,1979985816,2026-06-12 03:34:58.038,True,True,66.96,1.7,113.83199999999998,SOLUSDT
658793019,66.97,0.216,1979985817,1979985817,2026-06-12 03:35:01.800,False,True,66.97,0.216,14.46552,SOLUSDT
658793020,66.97,0.565,1979985818,1979985822,2026-06-12 03:35:01.893,False,True,66.97,0.565,37.838049999999996,SOLUSDT
658793021,66.97,0.899,1979985823,1979985827,2026-06-12 03:35:01.998,False,True,66.97,0.899,60.20603,SOLUSDT
658793022,66.97,0.097,1979985828,1979985828,2026-06-12 03:35:05.580,False,True,66.97,0.097,6.49609,SOLUSDT
658793023,66.97,0.141,1979985829,1979985829,2026-06-12 03:35:07.234,False,True,66.97,0.141,9.44277,SOLUSDT
658793024,66.97,1.396,1979985830,1979985830,2026-06-12 03:35:10.351,False,True,66.97,1.396,93.49011999999999,SOLUSDT
658793025,66.97,2.781,1979985831,1979985844,2026-06-12 03:35:12.271,False,True,66.97,2.781,186.24357,SOLUSDT
658793026,66.98,0.828,1979985845,1979985848,2026-06-12 03:35:12.551,False,True,66.98,0.828,55.45944,SOLUSDT
658793027,66.98,5.905,1979985849,1979985863,2026-06-12 03:35:16.071,False,True,66.98,5.905,395.5169,SOLUSDT
658793028,66.98,2.999,1979985864,1979985864,2026-06-12 03:35:17.726,True,True,66.98,2.999,200.87302000000003,SOLUSDT
658793029,66.99,3.18,1979985865,1979985870,2026-06-12 03:35:17.728,False,True,66.99,3.18,213.0282,SOLUSDT
658793030,66.99,0.883,1979985871,1979985871,2026-06-12 03:35:17.742,False,True,66.99,0.883,59.15217,SOLUSDT
658793031,66.99,1.294,1979985872,1979985883,2026-06-12 03:35:18.171,False,True,66.99,1.294,86.68506,SOLUSDT
658793032,67.0,358.155,1979985884,1979985908,2026-06-12 03:35:18.664,False,True,67.0,358.155,23996.385,SOLUSDT
658793033,66.99,0.5,1979985909,1979985909,2026-06-12 03:35:19.168,True,True,66.99,0.5,33.495,SOLUSDT
658793034,66.99,99.413,1979985910,1979985925,2026-06-12 03:35:21.234,True,True,66.99,99.413,6659.676869999999,SOLUSDT
658793035,66.99,222.011,1979985926,1979985926,2026-06-12 03:35:21.234,True,True,66.99,222.011,14872.516889999999,SOLUSDT
658793036,66.99,106.796,1979985927,1979985927,2026-06-12 03:35:21.234,True,True,66.99,106.796,7154.26404,SOLUSDT
658793037,66.99,35.729,1979985928,1979985928,2026-06-12 03:35:21.234,True,True,66.99,35.729,2393.48571,SOLUSDT
658793038,66.99,184.5,1979985929,1979985929,2026-06-12 03:35:21.234,True,True,66.99,184.5,12359.654999999999,SOLUSDT
658793039,66.99,48.283,1979985930,1979985930,2026-06-12 03:35:21.235,True,True,66.99,48.283,3234.47817,SOLUSDT
658793040,66.99,106.796,1979985931,1979985931,2026-06-12 03:35:21.236,True,True,66.99,106.796,7154.26404,SOLUSDT
658793041,66.99,134.927,1979985932,1979985932,2026-06-12 03:35:21.239,True,True,66.99,134.927,9038.759729999998,SOLUSDT
658793042,66.99,1.464,1979985933,1979985933,2026-06-12 03:35:21.250,True,True,66.99,1.464,98.07336,SOLUSDT
658793043,66.99,30.237,1979985934,1979985943,2026-06-12 03:35:21.272,True,True,66.99,30.237,2025.5766299999998,SOLUSDT
658793044,66.98,31.343,1979985944,1979985955,2026-06-12 03:35:21.275,True,True,66.98,31.343,2099.35414,SOLUSDT
658793045,66.98,1.248,1979985956,1979985967,2026-06-12 03:35:22.021,True,True,66.98,1.248,83.59104,SOLUSDT
658793046,66.97,13.936,1979985968,1979985984,2026-06-12 03:35:25.219,True,True,66.97,13.936,933.29392,SOLUSDT
658793047,66.96,1.418,1979985985,1979985998,2026-06-12 03:35:29.621,True,True,66.96,1.418,94.94927999999999,SOLUSDT
658793048,66.96,0.28,1979985999,1979985999,2026-06-12 03:35:30.868,False,True,66.96,0.28,18.7488,SOLUSDT
658793049,66.95,1.569,1979986000,1979986014,2026-06-12 03:35:31.421,True,True,66.95,1.569,105.04455,SOLUSDT
658793050,66.95,0.831,1979986015,1979986015,2026-06-12 03:35:31.467,False,True,66.95,0.831,55.63545,SOLUSDT
658793051,66.94,3.882,1979986016,1979986016,2026-06-12 03:35:32.009,True,True,66.94,3.882,259.86108,SOLUSDT
658793052,66.94,1.464,1979986017,1979986028,2026-06-12 03:35:36.073,True,True,66.94,1.464,98.00016,SOLUSDT
658793053,66.94,7.472,1979986029,1979986029,2026-06-12 03:35:36.131,True,True,66.94,7.472,500.17568,SOLUSDT
658793054,66.94,7.471,1979986030,1979986030,2026-06-12 03:35:36.132,True,True,66.94,7.471,500.10874,SOLUSDT
658793055,66.94,17.215,1979986031,1979986042,2026-06-12 03:35:36.320,True,True,66.94,17.215,1152.3721,SOLUSDT
658793056,66.93,2.112,1979986043,1979986059,2026-06-12 03:35:36.846,True,True,66.93,2.112,141.35616000000002,SOLUSDT
658793057,66.92,2.073,1979986060,1979986062,2026-06-12 03:35:37.205,True,True,66.92,2.073,138.72516,SOLUSDT
658793058,66.93,1.49,1979986063,1979986066,2026-06-12 03:35:37.716,False,True,66.93,1.49,99.7257,SOLUSDT
658793059,66.93,7.956,1979986067,1979986073,2026-06-12 03:35:40.652,False,True,66.93,7.956,532.49508,SOLUSDT
658793060,66.93,0.18,1979986074,1979986074,2026-06-12 03:35:41.694,True,True,66.93,0.18,12.047400000000001,SOLUSDT
658793061,66.93,0.161,1979986075,1979986075,2026-06-12 03:35:41.779,True,True,66.93,0.161,10.775730000000001,SOLUSDT
658793062,66.94,0.121,1979986076,1979986077,2026-06-12 03:35:47.072,False,True,66.94,0.121,8.099739999999999,SOLUSDT
658793063,66.93,16.411,1979986078,1979986087,2026-06-12 03:35:47.798,True,True,66.93,16.411,1098.3882300000002,SOLUSDT
658793064,66.93,44.826,1979986088,1979986088,2026-06-12 03:35:47.798,True,True,66.93,44.826,3000.20418,SOLUSDT
658793065,66.93,1.014,1979986089,1979986098,2026-06-12 03:35:47.839,True,True,66.93,1.014,67.86702000000001,SOLUSDT
658793066,66.92,2.144,1979986099,1979986099,2026-06-12 03:35:48.337,True,True,66.92,2.144,143.47648,SOLUSDT
658793067,66.93,40.71,1979986100,1979986107,2026-06-12 03:35:50.963,False,True,66.93,40.71,2724.7203000000004,SOLUSDT
658793068,66.93,0.73,1979986108,1979986108,2026-06-12 03:35:53.569,True,True,66.93,0.73,48.858900000000006,SOLUSDT
658793069,66.93,1.998,1979986109,1979986109,2026-06-12 03:35:55.953,True,True,66.93,1.998,133.72614000000002,SOLUSDT
658793070,66.93,55.637,1979986110,1979986111,2026-06-12 03:36:02.234,True,True,66.93,55.637,3723.78441,SOLUSDT
658793071,66.93,61.471,1979986112,1979986126,2026-06-12 03:36:02.400,True,True,66.93,61.471,4114.25403,SOLUSDT
658793072,66.93,1.461,1979986127,1979986127,2026-06-12 03:36:07.143,False,True,66.93,1.461,97.78473000000001,SOLUSDT
658793073,66.93,0.298,1979986128,1979986128,2026-06-12 03:36:09.560,False,True,66.93,0.298,19.945140000000002,SOLUSDT
658793074,66.93,4.0,1979986129,1979986129,2026-06-12 03:36:10.683,False,True,66.93,4.0,267.72,SOLUSDT
658793075,66.93,1.013,1979986130,1979986130,2026-06-12 03:36:13.451,False,True,66.93,1.013,67.80009,SOLUSDT
658793076,66.93,0.776,1979986131,1979986131,2026-06-12 03:36:14.378,False,True,66.93,0.776,51.93768000000001,SOLUSDT
658793077,66.92,0.776,1979986132,1979986138,2026-06-12 03:36:17.182,True,True,66.92,0.776,51.92992,SOLUSDT
658793078,66.92,0.339,1979986139,1979986144,2026-06-12 03:36:17.772,True,True,66.92,0.339,22.68588,SOLUSDT
658793079,66.92,31.046,1979986145,1979986156,2026-06-12 03:36:18.242,True,True,66.92,31.046,2077.59832,SOLUSDT
658793080,66.92,0.567,1979986157,1979986157,2026-06-12 03:36:19.370,False,True,66.92,0.567,37.943639999999995,SOLUSDT
658793081,66.92,0.777,1979986158,1979986158,2026-06-12 03:36:19.846,False,True,66.92,0.777,51.996840000000006,SOLUSDT
658793082,66.91,0.777,1979986159,1979986165,2026-06-12 03:36:22.127,True,True,66.91,0.777,51.98907,SOLUSDT
658793083,66.91,9.243,1979986166,1979986181,2026-06-12 03:36:23.521,True,True,66.91,9.243,618.44913,SOLUSDT
658793084,66.91,0.269,1979986182,1979986182,2026-06-12 03:36:24.006,False,True,66.91,0.269,17.99879,SOLUSDT
658793085,66.91,0.777,1979986183,1979986183,2026-06-12 03:36:24.616,False,True,66.91,0.777,51.98907,SOLUSDT
658793086,66.9,0.777,1979986184,1979986189,2026-06-12 03:36:27.247,True,True,66.9,0.777,51.981300000000005,SOLUSDT
658793087,66.91,0.254,1979986190,1979986190,2026-06-12 03:36:29.326,False,True,66.91,0.254,16.99514,SOLUSDT
658793088,66.91,0.777,1979986191,1979986191,2026-06-12 03:36:30.012,False,True,66.91,0.777,51.98907,SOLUSDT
658793089,66.91,7.959,1979986192,1979986198,2026-06-12 03:36:30.463,False,True,66.91,7.959,532.5366899999999,SOLUSDT
658793090,66.91,0.098,1979986199,1979986199,2026-06-12 03:36:30.473,True,True,66.91,0.098,6.55718,SOLUSDT
658793091,66.91,773.807,1979986200,1979986231,2026-06-12 03:36:32.071,True,True,66.91,773.807,51775.42637,SOLUSDT
658793092,66.9,184.376,1979986232,1979986244,2026-06-12 03:36:32.071,True,True,66.9,184.376,12334.754400000002,SOLUSDT
658793093,66.9,0.777,1979986245,1979986245,2026-06-12 03:36:32.388,True,True,66.9,0.777,51.981300000000005,SOLUSDT
658793094,66.91,0.149,1979986246,1979986246,2026-06-12 03:36:33.212,False,True,66.91,0.149,9.969589999999998,SOLUSDT
658793095,66.9,20.487,1979986247,1979986264,2026-06-12 03:36:35.903,True,True,66.9,20.487,1370.5803,SOLUSDT
658793096,66.89,0.297,1979986265,1979986266,2026-06-12 03:36:36.895,True,True,66.89,0.297,19.866329999999998,SOLUSDT
658793097,66.89,0.719,1979986267,1979986268,2026-06-12 03:36:41.238,True,True,66.89,0.719,48.09391,SOLUSDT
658793098,66.9,0.298,1979986269,1979986269,2026-06-12 03:36:43.514,False,True,66.9,0.298,19.9362,SOLUSDT
658793099,66.89,0.2,1979986270,1979986270,2026-06-12 03:36:45.482,True,True,66.89,0.2,13.378,SOLUSDT
658793100,66.89,0.298,1979986271,1979986271,2026-06-12 03:36:46.586,True,True,66.89,0.298,19.93322,SOLUSDT
658793101,66.89,0.388,1979986272,1979986272,2026-06-12 03:36:47.809,True,True,66.89,0.388,25.95332,SOLUSDT
658793102,66.9,0.153,1979986273,1979986273,2026-06-12 03:36:49.753,False,True,66.9,0.153,10.235700000000001,SOLUSDT
658793103,66.9,0.154,1979986274,1979986274,2026-06-12 03:36:51.417,False,True,66.9,0.154,10.3026,SOLUSDT
658793104,66.9,0.224,1979986275,1979986275,2026-06-12 03:36:51.966,False,True,66.9,0.224,14.985600000000002,SOLUSDT
658793105,66.9,1.122,1979986276,1979986276,2026-06-12 03:36:54.490,False,True,66.9,1.122,75.06180000000002,SOLUSDT
658793106,66.89,0.224,1979986277,1979986277,2026-06-12 03:36:54.576,True,True,66.89,0.224,14.983360000000001,SOLUSDT
658793107,66.89,1.575,1979986278,1979986278,2026-06-12 03:36:55.579,True,True,66.89,1.575,105.35175,SOLUSDT
658793108,66.89,0.776,1979986279,1979986279,2026-06-12 03:36:55.712,True,True,66.89,0.776,51.90664,SOLUSDT
658793109,66.9,64.149,1979986280,1979986282,2026-06-12 03:36:56.635,False,True,66.9,64.149,4291.5681,SOLUSDT
658793110,66.9,14.848,1979986283,1979986290,2026-06-12 03:36:56.636,False,True,66.9,14.848,993.3312000000001,SOLUSDT
658793111,66.91,53.143,1979986291,1979986303,2026-06-12 03:36:56.714,False,True,66.91,53.143,3555.7981299999997,SOLUSDT
658793112,66.91,52.521,1979986304,1979986311,2026-06-12 03:36:57.200,False,True,66.91,52.521,3514.18011,SOLUSDT
658793113,66.91,1.093,1979986312,1979986322,2026-06-12 03:36:57.201,False,True,66.91,1.093,73.13262999999999,SOLUSDT
658793114,66.92,1.464,1979986323,1979986323,2026-06-12 03:36:57.321,False,True,66.92,1.464,97.97088,SOLUSDT
658793115,66.92,5.608,1979986324,1979986325,2026-06-12 03:36:57.735,False,True,66.92,5.608,375.28736,SOLUSDT
658793116,66.92,78.741,1979986326,1979986342,2026-06-12 03:36:57.735,False,True,66.92,78.741,5269.34772,SOLUSDT
658793117,66.93,4.655,1979986343,1979986343,2026-06-12 03:36:57.886,False,True,66.93,4.655,311.55915000000005,SOLUSDT
658793118,66.92,0.3,1979986344,1979986344,2026-06-12 03:36:58.755,True,True,66.92,0.3,20.076,SOLUSDT
658793119,66.92,0.444,1979986345,1979986345,2026-06-12 03:36:58.841,True,True,66.92,0.444,29.712480000000003,SOLUSDT
658793120,66.93,0.821,1979986346,1979986346,2026-06-12 03:36:59.170,False,True,66.93,0.821,54.94953,SOLUSDT
658793121,66.92,1.281,1979986347,1979986347,2026-06-12 03:37:01.553,True,True,66.92,1.281,85.72452,SOLUSDT
658793122,66.92,0.145,1979986348,1979986348,2026-06-12 03:37:02.136,True,True,66.92,0.145,9.7034,SOLUSDT
658793123,66.93,1.329,1979986349,1979986361,2026-06-12 03:37:04.871,False,True,66.93,1.329,88.94997000000001,SOLUSDT
658793124,66.93,17.575,1979986362,1979986362,2026-06-12 03:37:05.310,True,True,66.93,17.575,1176.29475,SOLUSDT
658793125,66.93,8.788,1979986363,1979986363,2026-06-12 03:37:05.311,True,True,66.93,8.788,588.1808400000001,SOLUSDT
658793126,66.93,4.394,1979986364,1979986365,2026-06-12 03:37:05.312,True,True,66.93,4.394,294.09042000000005,SOLUSDT
