datetime,block,tx_hash,tx_index,log_index,token,direction,counterparty,amount,amount_raw
2022-11-14T13:33:11.000Z,15968595,0xca6ff9bba1c151350cdff6236f3ddd96501ef3fca4dd4d2180d309b2a9074326,7,45,USDC,to_user,0x1111111254fb6c44bac0bed2854e76f90643097d,123218.418663,123218418663
2022-11-14T13:33:47.000Z,15968598,0xe716bc46ca7eb77177f422e272ec3b60786fd49260cd6b8be7a702533689db71,85,123,USDC,to_user,0xaf0b0000f0210d0f421f0009c72406703b50506b,123154.273301,123154273301
2022-11-14T13:33:47.000Z,15968598,0xe716bc46ca7eb77177f422e272ec3b60786fd49260cd6b8be7a702533689db71,85,124,CRV,from_user,0xaf0b0000f0210d0f421f0009c72406703b50506b,200000,200000000000000000000000
2022-11-14T13:38:23.000Z,15968621,0xd1a87069de70d48f3bb3bd903ab5bea4d9d5b5ab46bfda00badf71d150ee90d8,122,200,USDC,to_user,0xaf0b0000f0210d0f421f0009c72406703b50506b,122958.122335,122958122335
2022-11-14T13:38:23.000Z,15968621,0xd1a87069de70d48f3bb3bd903ab5bea4d9d5b5ab46bfda00badf71d150ee90d8,122,201,CRV,from_user,0xaf0b0000f0210d0f421f0009c72406703b50506b,200000,200000000000000000000000
2022-11-15T21:13:23.000Z,15978039,0x38d2e2edd5ae051d10c9ea2ac2516c511fc46983d458db07ece8ecf0938e8815,137,205,CRV,to_user,0x8dae6cb04688c62d939ed9b68d32bc62e49970b1,2000000,2000000000000000000000000
2022-11-15T21:14:35.000Z,15978045,0x0dfd4b28bcb0b0293ace32168091cb0039cbc9cc1886d162aafb9d4bfddf8dc3,120,212,CRV,from_user,0x53222470cdcfb8081c0e3a50fd106f0d69e63f20,300000,300000000000000000000000
2022-11-15T21:14:35.000Z,15978045,0x0dfd4b28bcb0b0293ace32168091cb0039cbc9cc1886d162aafb9d4bfddf8dc3,120,222,USDC,to_user,0x1111111254eeb25477b68fb85ed929f73a960582,182996.440798,182996440798
2022-11-15T21:17:47.000Z,15978061,0x6367ef30aa6f7bb1a5f8db808ff0988728f39699ab29294fea166a233b99dc35,84,184,CRV,from_user,0x53222470cdcfb8081c0e3a50fd106f0d69e63f20,500000,500000000000000000000000
2022-11-15T21:17:47.000Z,15978061,0x6367ef30aa6f7bb1a5f8db808ff0988728f39699ab29294fea166a233b99dc35,84,194,USDC,to_user,0x1111111254eeb25477b68fb85ed929f73a960582,304429.903867,304429903867
2022-11-15T21:23:47.000Z,15978091,0x11946c31dc7b49ef9bd2b59432612e16e19f4880ec080c719f464a8488d6039a,122,115,CRV,from_user,0x53222470cdcfb8081c0e3a50fd106f0d69e63f20,150000,150000000000000000000000
2022-11-15T21:23:47.000Z,15978091,0x11946c31dc7b49ef9bd2b59432612e16e19f4880ec080c719f464a8488d6039a,122,161,USDC,to_user,0x1111111254eeb25477b68fb85ed929f73a960582,91041.325638,91041325638
2022-11-15T21:37:23.000Z,15978158,0xcafaca6a25c81b23189d0c9e7ae3fadf1dc903f74b749d18ed0d823391d4d570,100,214,CRV,from_user,0x53222470cdcfb8081c0e3a50fd106f0d69e63f20,200000,200000000000000000000000
2022-11-15T21:37:23.000Z,15978158,0xcafaca6a25c81b23189d0c9e7ae3fadf1dc903f74b749d18ed0d823391d4d570,100,220,USDC,to_user,0x1111111254eeb25477b68fb85ed929f73a960582,120782.003374,120782003374
